id,questionText,answerText,sourceUrl,language,title
611,"I’m worried that I, or my friend, might be suffering domestic abuse. What should I do?","If you are in immediate danger call 911. If you are not in immediate danger but living in a dangerous situation at home, call the 24-hour National Domestic Violence Hotline: 1-800-799-SAFE (7233) or text LOVEIS to 22522. Services are available in more than 200 languages. And if you belong to the L.G.B.T.Q.+ community and are experiencing abuse or hate-based violence, call the Anti-Violence Project at 212-714-1141, which provides round-the-clock hotline help in English and Spanish. 
If you are a child who is being hurt at home, call the Childhelp National Child Abuse Hotline: 1-800-4-A-CHILD (22-4453). 
But please be careful when reaching out for help, especially if your partner, parents or caretaker monitors your phone and/or computer. If you fear being overheard, we have linked to the texting and chat tools for each website above. (Many local hotlines also have texting options.) Or ask a trusted friend to call for you. (Typically, that trusted person should not be related to your abuser.) Here you can search for domestic violence shelters by your zipcode. And this listing includes agencies by country in over 115 languages. 
And remember, if your abuser comes upon you while you're reviewing any website, you can hit the “Escape” button on your keyboard twice to exit immediately. (Many sites also have quick exits displayed when you visit.) No matter what, afterward, please clear your browser history and the phone number in your call log. (That includes clearing this question from your browser history.) Here's how to clear your history from any browser, and here's more on your digital security.
In the interim, if it's not possible to leave, try to make your home life as safe as possible. Think through your options: where is the safest place within your home? If an argument starts, where should you go? (For instance, you probably want to keep away from the kitchen where there might be knives, or the bathroom, which can also be quite dangerous.) Is it possible and safe for you to sleep in the car? These are questions you should brainstorm, if possible with that trusted friend.
Of course, abuse extends well beyond physical and sexual violence and may include isolation from friends, family and employment, as well as constant surveillance; strict, detailed rules for behavior; and restricted access to basic necessities including food, clothing and sanitary facilities. It can be triggered by stress, which is now at an all-time high: many people are out of work or with less of it, concerned about money, struggling with alcohol, drug and other addictions and cooped up in small spaces with family even easier targets than usual amidst frequent lockdowns and quarantines. No matter what, our lives are more shuttered to the outside world than they were a year ago, further isolating families and shattering support networks like schools, workplaces and religious institutions, among others. Now spending more time than ever with their abusers, families often have a harder time reaching out for help — while facing an even more extreme version of the age-old problem: leaving the devil you know for an uncertain future (in this case, one filled with fears of contracting Covid-19).
“It’s terrible for women who are living with their abusers right now,” said one woman in Chicago who had left her abusive husband. “It’s hard to walk out during normal times.” And these are anything but that. 
Even now, you are not alone. This is a problem affecting people around the world. If you are looking for services and resources in the United States check out the National Coalition Against Domestic Violence's compilation of organizations helping people who have been abused, which also lists specific resources for targeted sub-groups. (And if you yourself are struggling with coping mechanisms that have become addictions, you may want to check out some of our other questions including: ""How can I deal with the loneliness?"" and ""I am drinking a lot of alcohol. Should I be worried?"" If you need someone to talk to about issues like these, scroll up to: ""How do I find a therapist?"")
Early into the pandemic, reports at domestic violence hotline centers spiked in some places across the country, with calls and text messages mounting. But in other places and as time went on the calls tapered off — not because abuse has fallen but becuase those experiencing domestic violence have found it more and more difficult to distance themselves from their abusers and orders of protection have slogged through court systems operating below capacity. And along the same trend, reports of child abuse cases are also falling, which is worrisome.
Shut off from their typical daily reprieves at school and trapped in the hands of their abusers all day, children have even less agency than usual. Teachers are often the main reporters of suspected child abuse, but with many classes still virtual across the country, such small windows into the children's lives may not be cutting it. After all, people who abuse their families now have more control and supervision than before, making it easier for them to hide the mistreatment and harder for children to seek help. Additionally, it is nearly impossible for teachers to ensure their students are getting enough to eat or to suss out other forms of neglect or mental abuse that requires time, space and the trust that develops face-to-face. Earlier in the pandemic, the drop in reports was palpable, with cases dropping by 51 percent in New York City.
The pandemic has put in stark relief a rather consistent global failing to take care of those experiencing domestic violence, with countries' policies often falling like dominoes in the early onset of the pandemic. While such early missteps might be expected from some of the first countries ravaged by the virus, the fact that places like Britain, which ignored early warnings, were so under-prepared, lays bare a wider failing to take seriously and prioritize violence within the home. Meanwhile, the United States's mismatched patchwork of health policies made it difficult for service providers to adhere to changing guidelines while continuing to serve their clients. 
And none of this is surprising. The pandemic is just the latest in a series of crises that have shaken households, exacerbating the intensity and frequency of abuse cases, it also happened immediately after 9/11, with the economic downturn of 2008, and after both Hurricane Katrina and Hurricane Sandy.
For people concerned about a friend or family member who you believe to be mistreated, remember: you may not have success reaching out the first time. Oftentimes, the methods used to control partners and children “bear an uncanny resemblance” to those used by kidnappers against their hostages and repressive regimes against political prisoners, according to Judith Lewis Herman, a renowned trauma expert at Harvard University Medical School. Let the person know you're there and ready to talk whenever and wherever, keep reaching out and file reports if you witness or are told about the mistreatment. Those reports are anonymous and confidential.

 Read More
What to Expect When You Call for Help",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
612,I have the coronavirus. What should I expect my recovery to look like?,"For starters, we're really sorry you're sick and hope you feel better soon. There's no one-recovery-for-all handbook, unfortunately. But if you are at home and looking for a few tips, take a look at this how to. 
Some people show none or few symptoms, and find out they have been infected only when they test positive for antibodies. And there’s a range of experiences in between. We all recover at different rates, and some of us are still struggling to do so many months later. If you're still feeling ill — even long after you have technically recovered — you're not alone and you should be taken seriously. (You can quote us on that, if you'd like.) 
And you can quote that guy Dr. Anthony S. Fauci, the nation’s top infectious diseases expert, too: “This is a phenomenon that is really quite real and quite extensive,” he said in December at a conference dedicated to issues regarding long-term Covid-19. 
These longterm symptoms include fatigue, joint pain, breathing trouble, depression and brain fog, which can make it difficult to string a coherent sentence together — along with other cognitive and psychological problems. Some have also experienced exercise intolerance and are unable to catch their breath during aerobic activity. (By the way, if you're recovering from Covid-19, you should really take your time returning to exercise.) 
We don't yet know how many people have prolonged symptoms in the postviral stage, but some estimates expect that one in three Covid-19 patients will experience lingering symptoms. Dr. John Brooks, the chief medical officer of the C.D.C.’s Covid response, estimated that it could be “on the order of tens of thousands in the United States and possibly hundreds of thousands.” And Dr. Ann Parker, who co-directs a post-Covid clinic at Johns Hopkins, notes that about three months after their acute illness, ""more than half of our patients have at least a mild cognitive impairment.” She also noted ""substantial mental health impairments.” 
The good news? (And yes, we do have a bit here.) At Mount Sinai Hospital, which opened the country's first Center for Post-Covid Care in May, most patients have recovered — with time.
Which brings us to this: No matter where you are on your road to recovery, remember that as in life, there is no real timeline (and it's definitely not linear), so don't push yourself to meet hypothetical goals, and be patient with yourself and others who are recovering and/ or helping you to do so. Go at the pace that feels comfortable for you and don't push yourself beyond your limits. (Only you can set these.) You may have arduous physical rehabilitation ahead.
And again, you're not alone. You can join virtual support groups like Body Politic to share advice. Several of our staff have also shared their experiences with longterm recovery from Covid-19. In a personal narrative, Mara Gay, a member of The Times’s editorial board, wrote that weeks after technically recovering, she was still using inhalers and ""can't walk more than a few blocks without stopping."" And our reporter Laura M. Holson has also had a long and strenuous recovery, writing that her experience with prolonged symptoms has been like facing death — twice. 
But they are surviving the pandemic, and so are you. Just don't forget, as you continue surviving, you're going to need what Ms. Gay calls her ""small army of people who are helping me heal.""

 Read More
What to Expect After Having Covid-19",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
613,I am drinking a lot of alcohol. Should I be worried?,"Thanks for checking in. Clicking on this question is an important first step. Now, more than ever, all of our tics and bad habits are coming out to play. And drinking is a particularly hard one — with the stressors of the pandemic, a relaxing glass of wine or two at the end of the day can so easily slip into a bottle or two.
F. Scott Fitzgerald, a man who struggled with his drink and also lived through the Flu Pandemic of 1918, wrote of drinking: ""First you take a drink, then the drink takes a drink, then the drink takes you."" 
It doesn't have to be January to start a dry month — if you're looking to make a change.
Of course, not all drinking is a problem. If you imbibe, it makes a lot of sense that you are drinking more now. The coronavirus can be both stressful and boring, and drinking can dull the stress of waiting without an end date. Although you might normally have enjoyed wine with friends, drinking alone — especially if you live alone — is not inherently frightening. 
But we're dealing with a lot more now — working, schooling and parenting from home for many, and the drowning sense of loss of work and wages and the fear of losing even more stability for many others. It's enough to drive anyone to distraction — and to look for distraction, too. 
Substance abuse experts have worried the pandemic may also trigger more serious drinking problems and even create new ones for people who have never struggled with dependency before — and data so far supports just that. Addiction — including addiction to alcohol — is at its core a disease of isolation. Feelings of loneliness can increase the risk of drug and alcohol abuse in people with substance-use disorders, according to a recent study published in Drug and Alcohol Review.
The United States was struggling with a communal drinking problem before the pandemic — the National Survey on Drug Use and Health in 2019 recorded more than 14 million American adults having alcohol-use disorder (A.U.D.), the preferable medical term for alcoholism. Now, sadly, binge drinking has ticked up during the pandemic, according to several studies. And a study by the RAND Corporation in September shows Americans drinking far more — across the board, 14 percent more often in response to pandemic-related stress, with the increase particularly noticeable in women, whose heavy drinking days shot up by 41 percent in 2020.
If you're looking to cut back, you're not alone. One poll found that 15 percent of Americans planned to participate in Dry January. But with January behind us, you can pick any month to go dry — unless you have moderate to severe A.U.D., in which case first seek medical attention, as untreated severe alcohol withdrawal can be fatal. Get rid of any alcohol from your home, as well as your ever-more-frequented virtual space (both booze-related and booze-inducing content on all your devices). Research shows that this extended time away from the bottle is the best way to get a sense of your drinking behavior — plus, it gets you on the fast-track to cutting back.
And it's not just about the libations you're cutting out of your life. It's also about the joy you're putting back into it. After all, drinking has a few benefits: diminishing tensions and inhibitions, while adding a relaxing ritual to your day. (These days with most everything at home, it's hard to find when the workday ends and the rest of life, well, just continues on.) You don't want to replace one bad habit with another, but you can replace the bottle with other activities that bring joy and relaxation to your life — they may even be healthy. Instead of reaching for the bottle, call a friend to chat or if you can't get someone on the phone, write them a letter instead. Add daily exercise to your routine. Figure out how much you're spending on alcohol and start budgeting and planning a trip for after it's safe to travel again. Make a list of books you want to read and start ticking your way through them. Pick a new television series to watch virtually with friends and talk about it after. Or find something you're passionate about and start doing it (or doing more of it). Having a few go-to's is a nice way to keep from overusing one crutch while staying motivated to push on.
Also, try to quantify your drinking. If you can't keep track, you should consider what that means and maybe try keeping a drinking journal or a simple tally. Or, if you prefer an app to help you keep track, try Drink Control or Drinks Meter, which helps you track your drinks while also contextualizing your number compared with an anonymous database of over 6,000 other people's drinking habits across the world.
“Something very interesting happens when we put things on paper,” said Laura McKowen, who once started a journal of her own to confront her drinking problem. ""Because we have a lot of cognitive dissonance around drinking.”
There is no right answer as to when it’s time for you to be worried. Some questions, though, might help you get a clearer sense of the problem. Among others, you can check out the free alcohol screener from CheckUp & Choices.
And here are a few questions to consider, which are drawn from ones developed by rehabilitation facilities and medical centers: How many days a week do you drink? When you drink, how many drinks do you have? Is there a time of day that you most want to drink? Can you sleep without a drink?
What about your attitude toward drinking: Do you get angry or irritable when someone tries to take your drink away, or suggests that you may have a problem? Are you secretive about drinking? 
And, primarily, have your drinking patterns changed drastically since the pandemic started? Have you had major life changes — beyond lockdown — like losing your job or the death of a relative? (You may be looking for solace from these stressors at the bottom of your glass.)
If your answer to some, or many of these questions, is yes, it may be time to step back and reconsider. And if you try a sobriety month and find that going without alcohol is painfully difficult, you could have A.U.D., which is a disease necessitating treatment and is not your fault. Check out this N.I.A.A.A. navigator to determine the right treatment for you, and then use this services locator to find the help you need.
Social settings are an important part of recovery, and many treatment centers have closed down or greatly limited their in-person meetings, with a concentrated number of closures in the Northeast, because of New York being at the epicenter of the pandemic in the United States this past spring. Although in-person meetings aren't an available option for many during the health crisis, a plethora of virtual support groups gather for meetings from the comfort of their beds or couches.
If you are looking to join a free virtual support group, there are many communities to choose from, among them: Alcoholics Anonymous, SMART Recovery, SheRecovers, In the Rooms, Eight Step Recovery, Refuge Recovery, Recovery Dharma and LifeRing.
Ms. McKowen, author of “We Are the Luckiest: The Surprising Magic of a Sober Life,"" also founded the Luckiest Club, a virtual community group with membership and classes available for people struggling with drinking. Or try the online recovery program Tempest, which has different membership options depending on the intensity of the program you choose.
Some groups are also designed for people of color or belonging to certain age groups, interests and professions — like the sobriety support group Ben’s Friends, built for those in the restaurant industry, which has a notably difficult relationship with alcohol consumption. Another one: the Sober Mom Squad. Want to date without worrying about alcohol? Try Loosid, a sober social and dating network.

 Read More
Reimagining Your Relationship With the Bottle",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
614,What are my chances of getting sick?,"If you’ve recently been exposed to someone with a confirmed case of Covid-19, you should take the following precautions.
A known exposure means you’ve been in close contact (within six feet) of an infected person for 15 minutes or more. You should qaurantine if you’ve cared for a person with Covid-19, shared food or utensils with them, or you think they may have coughed or sneezed on you. (The only exception to this is if you’ve already had the virus during the past 90 days. Then you are probably protected and don’t need to quarantine.) 
You have three options for quarantine, which means staying home and away from others until you know you haven’t contracted the virus. 
14-day quarantine: This is the safest and most reliable way to ensure that you don’t spread the virus to others after a potential exposure to it. Stay home for 14 days and monitor your health. You can still be around members of your household, but you should try to minimize contact with them, wear a mask and avoid sharing food and utensils if possible. Isolation at home is typically recommended only if you are infected with the virus. But if you live with a vulnerable person at high risk for complications from Covid-19, you may want to take additional precautions at home as well.
10-day quarantine: Federal health officials have said 10 days is a reasonable amount of time to spend in quarantine after coming into contact with an infected person, if you do not experience symptoms. Choose this option if your exposure was brief and 14-days of quarantine imposes a hardship. You should still monitor your health for four days after quarantine and avoid contact with vulnerable people. As always, wear a mask following your 10-day quarantine.
7-day quarantine with testing: Combining quarantine with virus testing allows you to reduce the quarantine time and minimize your risk of venturing out into the world too soon after a potential exposure. The C.D.C. recommends that if you choose this option, you should get tested on day five or later after the potential exposure. Once you have a negative test, you can leave quarantine after 7 days. You can take a rapid test or a P.C.R. test on Day 5 or later. If you want to be extra careful, take a few more rapid tests after Day 7 to give yourself peace of mind that you aren’t spreading the virus to others.
In fact, you can combine any of the above options with testing for extra security. (Scroll to our questions: ""How do I get tested? How long do tests take to come back?"" and ""I’m asymptomatic but was exposed to someone with the virus. Should I get tested?"" for more on getting tested.)

 Read More
All 50 States Are Now Reopening. But at What Cost?",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
615,I’m worried about getting evicted.,"President Biden says his $1.9 trillion relief plan is paramount “to keep people in their homes rather than being thrown out in the street.” 
The third stimulus package puts almost $22 billion toward emergency rental assistance. And that money can be used for rent, utilities and other housing expenses. Lower income families who have been without work for at least three months are prioritized. (See the question above for more specifics and to see if you qualify.)
Moreover, President Biden extended the federal eviction moratorium through March 31. Congress also put $25 billion toward rental assistance. 
But even still, tens of millions of people owing backrent may be uprooted anyway — the country’s data on evictions is so incomplete that city and state governments now with money to give away don’t know who is at risk of eviction and homelessness or how to get the money to those people. 
Most renters in this country live in private rentals, their income just above public housing thresholds or their immigration status barring them from other options, and the U.S. holds almost no data on this vast majority. In fact, according to one study, one third of U.S. counties have no idea how many people are evicted from their area each year. 
And so, against the backdrop of a federal moratorium and other state moratoriums, thousands of evictions (illegal and suspect) are currently forcing people from their homes, but without a federal database, such removals cannot be tracked or halted. 
President Biden has said that “housing is a right in America.” But referring to the two-month extension on the moratorium, Eva Rosen, author of “The Voucher Promise: ‘Section 8’ and the Fate of an American Neighborhood” writes: “While this temporary measure is a necessary Band-Aid on a gaping economic wound, housing is not yet a right in this country — far from it.”
If your landlord is pressuring you to leave, be sure you know your rights (they vary widely by state). Also, be sure to take a look at the National Low Income Housing’s federal eviction moratorium lookup tool to determine if your address falls under any of the federal eviction bans. And for more information on those bans, check out these detailed explanations from the Consumer Financial Protection Bureau, which also provides this guidance for renters who need help.
Check out low or no-cost legal assistance through Legal Services Corporation’s map, as well as Just Shelter, a tenant advocacy group’s website on local organizations helping tenants in need, and Eviction Lab’s list of local and regional actions to halt evictions. (The research team out of Princeton University has developed the first national database of evictions and is also tracking evictions in real time across five states and 19 other cities, enabling them to determine if such moratoriums are working effectively.)
Depending on where you live, you may have several avenues to pursue before you’re kicked out.  
Cities like Philadelphia and Los Angeles are shifting to cash assistance programs. Moreover, the California Legislature recently passed a bill extending the state’s eviction moratorium and allowing renters to apply for assistance without formal leases (you can use documents like bills and school registrations instead). California will also put as much as $2.6 billion in federal rental aid toward clearing arrears. 
Meanwhile, New Yorkers unable to pay rent are now also temporarily protected under a new state law, which will halt almost all evictions for at least 60 days, even those where the leases have expired. Additionally, tenants who sign documentation saying they have been adversely affected by the pandemic can lengthen those protections until May 1.
Of course, renters aren’t the only ones suffering. Mom and Pop landlords are struggling, too — and with far fewer reprieves and little relief under New York’s recently passed law. (The law does however keep lenders from foreclosing on property owners with no more than 10 units until May 1 — again, if they are adversely affected by Covid. Even still, however, they must pay mortgage, taxes, water and heating bills.)
Although renters and small landlords may find themselves at odds against each other, they are actually in a similar predicament right now. If you find yourselves on either side of this problem, try to talk to one another — respectfully.
Tenants, let your landlord know where you’re at. If your landlord has a heart (and some actually do), they will appreciate knowing why it is you can’t pay (even if they keep pressing): let them know if you’ve lost your job or wages or have had a health or family emergency that has depleted your funds. Tell them you understand they may be struggling, too, and that you want to work out a payment plan that works for both of you.
Small landlords, approach your tenants and ask for their backstory. Why can’t they pay? Are there some fixes they may not be aware of? (Remind them about unemployment benefits and other assistance, which can help bridge the gaps.) If you’re in the position to do so, you can offer them the option of paying a reduced rent and waive part or all of the arrears or put them on a payment plan that reduces what they pay now but still requires them to pay you in full later. Or you can offer to pay them to move out by your chosen date, although depending on how you file the paperwork, they may have difficulty finding another place.
You can, of course, bring a case against your tenant, which will damage their credit (and future building owners can sue them anyway, even if you turn the other cheek), but David Skaller, a litigator and partner at the Manhattan law firm Belkin Burden Goldman, says that by holding off, you can actually strengthen your argument. Suggest the credit-ruining, burdensome court process as your final resort and try to broker a payment plan instead. (While New York’s legislation delays evictions, it does not cancel back rent, so for renters it’s nice to get ahead of it as much as they can, and for landlords some money in the pocket is still better than none.) 
The pandemic has not caused housing instability — but it’s made it far worse. Even before the pandemic, about 11 million households — or a quarter of all renters in the U.S.  — were spending more than half of their total income on housing. Meanwhile, overcrowding ticked up. Now, renters across the country already owed $53 billion in arrears, utilities and late fees as of January, according to data collected by Moody’s Analytics, which considers all delinquent renters. 
For families falling behind and noting increasing concern about hitting next month’s rent, that often means curbing groceries and other necessities just to pay the bills. 
Oftentimes, to offset housing costs, families are moving in together, squeezing into too-small spaces, while taking on the added risk of infection by enlarging their household capacity. (Additionally, studies show such living arrangements create additional problems within the household, including diminished long-term health and education achievement — further exacerbating the socio-economic and racial disparities that this pandemic has brought burbling to the surface.)
The good news is that there may be more help on the way. President Biden campaigned on a platform of universal housing vouchers which could provide stable housing to many more Americans — although as the current voucher system works, where landlords often decline to accept the vouchers anyway, many who receive help can’t use it and those who do use it often end up in neighborhoods segregated by race. The system would have to be overhauled first.
Conor Dougherty is a Times reporter who covers housing and business. “Housing should be an investment in people,” he said in an edited interview. “It shouldn’t be an investment in structure. When we think of housing as a necessity, we think about shelter in the way we think about food, but when we think of it as an investment, we lose sight of its role in health care and in family security. We would do well to start asking ourselves more frequently, ‘What is the point of having a home?’ To live in it.”

 Read More
How to Prevent My Own Eviction",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
616,I don’t have health insurance. What can I do?,"We’ll start with the good news. Buying insurance through the federal program called COBRA will be a lot cheaper — for a little while. Often, recently unemployed people are faced with the option of keeping the insurance they had while employed — only if they can shell out large wads of money to keep it. Under COBRA, someone may have to pay even more than the full cost of the premium: at least 102 percent of it. But now, if you’ve lost your job or had your hours cut, the government will cover the entire cost of your premium from April 1 through Sept. 30. 
And since private health insurance companies will receive government funds to cover recently laid-off workers, as well as those who buy their own coverage, several million more people are anticipated to gain private insurance coverage.
However, the bill won’t help everybody. If you qualified for new, employer-based health insurance elsewhere before Sept. 30, you will no longer be eligible for that no-cost coverage. And if you left your job voluntarily, as many working mothers have, you won’t be eligible, either.
If you find yourself once again on newly shaky ground, you’re not alone. More American workers lost their health insurance because of job loss in a three-month stretch at the pandemic’s start than ever before over an entire year — about 5.4 million people from February to May 2020, according to one study by the nonpartisan consumer advocacy group Families USA. And that estimate grows when you take family members into consideration: In early May 2020, the Kaiser Family Foundation expected that even more people may lose their health insurance as companies lay off workers and cut benefits.
If you’ve lost your job (and with it your health insurance), or if you have not yet signed up for a policy, you may still apply through the marketplace through May 15, 2021. Spend some real time on the website, however, as not all policies are equal or even particularly helpful. That said, if you were to be hospitalized for Covid-19 in the United States, the resulting bills would be nearly insurmountable without insurance. (And check out these options if you lost your work-based insurance.)
Also, if you've lost wages and already have a marketplace plan, be sure to log back into the system (even if it's passed open enrollment) and adjust your income for the chance to receive greater subsidies. The third stimulus package also puts $34 billion toward expanding subsidies for the Affordable Care Act for two years. These changes would make upper-middle-income Americans newly eligible to receive aid in purchasing through the marketplaces, while also upping the subsidies provided to lower-income enrollees.
Navigating the complex web of alternatives and figuring out how to qualify can be a challenge. Here's more on the various coverage options.)
And if you have a job and a workplace plan, you may be able to change your plan, or add additional family members even outside an open enrollment period. (The Internal Revenue Service has changed its policy, so ask your employer if it’s providing this option.) 
No matter what, right now, it’s more important than ever to have health insurance — not only for your own personal safety, but for the safety of others as well. (After all, if you don’t have health insurance, the thought of that big bill could keep you from going to the doctor even when you really need medical attention.)

 Read More
What About Health Insurance?",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
617,What about my 401(k)?,"Normally, we'd say, ""No, don't dip into your 401(k),"" — because that money will grow and can serve you well in the long run. 
But these are unprecedented times, and if there was ever a rainy season when you may find yourself without sufficient rainy day savings, this is probably it. Now, if you are experiencing pandemic-related financial problems, the CARES Act temporarily allows you to withdraw up to $100,000 from any tax-deferred account — that's your 401(k), 403(b), 457(b) and traditional individual retirement accounts — without any penalties. 
Yep, even if you're too young (the typical age requirement is 59½), you won't face that 10 percent penalty. And while income taxes are typically due on withdrawals the same year you take the money, you can now pay it back or put the money back over three years. (The CARES Act also makes it easier to get loans from your 401(k) plan, although most employers won’t loan you the money if you aren't still working for them anyway.) 
If you need some cash quickly, you're certainly not alone. More than 2.1 million Americans have so far taken money from their retirement plans at the five largest 401(k) plan administrators — Fidelity, Empower Retirement, Vanguard, Alight Solutions and Principal. Of course, that number only makes up about 5 percent of those companies's eligible 401(k) and 403(b) clients — certainly higher than typical years, but still not as high as you might expect: many of those most in need of the money (like the lower-paid workers disproportionately hit by pandemic-related job loss) don't even have such an account to raid. Only about half of American households have money in 401(k) plans or individual retirement accounts, according to the Center for Retirement Research at Boston College.
Of course, just because fewer penalties accompany such withdrawals, doesn't mean you should do it without careful consideration. To refurbish the difference down the road, you may have to save aggressively in the future, and if the pandemic has taught us anything, it's that we really don't know what's ahead or what will be possible to make up in the future. 
Let's consider a typical withdrawer (based on a Vanguard analysis): Anna, a 43-year-old earning $62,000 takes out $10,400. That $10,000 would have likely more than doubled to about $25,000 over the next 24 years. So to make up the difference, Anna would need to up her savings rates one percentage point a year. Your ability to later replenish your retirement savings will of course depend on how much longer you're able to work and how much you'll be earning in that time — as well as how much you had to take in the first place.

 Read More
What to do with Your 401(K) — Let's Consider Your Options",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
618,Will the new stimulus package help with my rent?,"Yes, for some folks. The third stimulus package puts almost $22 billion toward emergency rental assistance, in an effort to keep people on the cusp of eviction safely at home.
The second stimulus package passed in December also put  another $25 billion toward helping people catch up on rent — with a priority placed on families with lower incomes who have been unemployed for at least three months. 
Like last time, that money — which may be used for rent and utilities, as well as other housing expenses — will be distributed through state, local and tribal governments, and eligibility is determined on several conditions: 1. Your household income cannot exceed more than 80 percent of the area median income; 2. At least one household member must be at risk of homelessness or housing instability; and 3. Individuals must qualify for unemployment benefits or have experienced financial hardship in some capacity as a result of the pandemic. Priority assistance will go to lower-income families who have been without work for at least three months.
More than 500 emergency programs have been created during the pandemic, according to Diane Yentel, chief executive of the National Low Income Housing Coalition. (Here’s the group’s database and a map of some programs.) 
If you're having trouble with your landlord, you may have legal recourse, as well. Check out the Legal Services Corporation's search bar to find legal assistance for little or no cost near you, or this clickable map courtesy of Just Shelter, a tenant advocacy group formed by Matthew Desmond and Tessa Lowinske Desmond, for listings of other local organizations that can help. And if you’re worried about evictions, scroll down to the next question.

 Read More
What You Need to Know About Rental Assistance",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
619,What's in the Third Stimulus Package?,"President Biden’s first major piece of legislation as president — a third pandemic aid package, this one in the amount of $1.9 trillion — helps to finance vaccine distribution and expand the safety net for America’s most vulnerable — what the White House correspondent Jim Tankersley described on “The Daily” as an insurance policy of sorts, promising government help if needed. (If it’s not needed, less money will be spent.) 
The package will provide meaningful stimulus checks to families (up to $1,400), extend unemployment benefits and will establish long-term structural changes to the economy. This year it is expected to cut poverty by a third, while cutting in half child poverty through expanded tax credits, food aid, and rental and mortgage assistance. 
At a news conference, Speaker Nancy Pelosi of California called the package “the most consequential legislation that many of us will ever be a party to.”
Here’s a look at the numbers:
*$350 billion for state, local and tribal governments
*$130 billion for primary and secondary schools
*$45 billion for rental, utility and mortgage assistance
*almost $40 billion for higher education
*$30 billion for transit agencies
*$14 billion for vaccine distribution
*$10 billion for state infrastructure projects
*Billions more for small businesses and live performance venues
Keep scrolling for much more about the latest stimulus package and what it could mean for you.

 Read More
A Look at the Third Stimulus Package",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
620,What about sick leave?,"The Families First Coronavirus Response Act required some businesses to give employees paid sick leave. It also expanded family and medical leave. But all that expired at the end of 2020. 
If you didn't use your sick leave, your employer may still provide it — but that's completely up to them. (What you were previously entitled to can be found right here.) That said, the Consolidated Appropriations Act 2021 provides businesses with an incentive to continue providing such paid leave, by extending employer tax credits (a full reimbursement) for the voluntary benefit until March 31, 2021. So if you ask your employer for the leave, be sure to let them know that it could help you both. Employers should consult the I.R.S. with questions about these tax refunds. And here's a good place to start.
And if you are self-employed, there's good news! You can also still claim your tax credit for a given number of sick days or time taken off (only for certain reasons) to care for children or family members. And you can take that time through March 2021. Additionally, you may compute your credit using either your 2019 or 2020 income — whichever helps you most.

 Read More
What About Paid Leave in 2021?",https://www.nytimes.com/interactive/2020/world/coronavirus-tips-advice.html,en,Answers to Your Current Coronavirus Questions - The New York Times
